x,y
1.0,1.0
1.049049049049049,0.8871774896837092
1.098098098098098,0.7914020148785705
1.147147147147147,0.7094996351870506
1.1961961961961962,0.638989846570009
1.2452452452452452,0.577913406876092
1.2942942942942943,0.5247076648637253
1.3433433433433433,0.47811506810512233
1.3923923923923924,0.43711518683372286
1.4414414414414414,0.40087363148126487
1.4904904904904905,0.3687032588259102
1.5395395395395395,0.3400344209042092
1.5885885885885886,0.314391940060795
1.6376376376376376,0.2913771373427847
1.6866866866866865,0.27065369315118587
1.7357357357357357,0.2519364396917497
1.7847847847847849,0.2349824148563395
1.8338338338338338,0.219583673980001
1.8828828828828827,0.20556147802835856
1.931931931931932,0.19276156696861255
1.980980980980981,0.181050294276276
2.03003003003003,0.1703114489994019
2.079079079079079,0.16044362999789133
2.128128128128128,0.15135806609247923
2.1771771771771773,0.1429767982071938
2.2262262262262262,0.13523115685595688
2.275275275275275,0.1280604817474519
2.3243243243243246,0.12141104077991464
2.373373373373373,0.11523511395336122
2.4224224224224224,0.10949021425476982
2.4714714714714714,0.10413842276018008
2.5205205205205203,0.09914581934183173
2.5695695695695697,0.09448199369420938
2.618618618618618,0.09011962407392356
2.6676676676676676,0.0860341133191298
2.7167167167167166,0.08220327347914634
2.7657657657657655,0.07860705182570028
2.814814814814815,0.07522729219792029
2.863863863863864,0.07204752660433747
2.9129129129129128,0.06905279280681617
2.961961961961962,0.06622947427537414
3.011011011011011,0.06356515945472567
3.06006006006006,0.06104851774351339
3.109109109109109,0.05866918997202792
3.158158158158158,0.05641769148703556
3.2072072072072073,0.05428532622392356
3.2562562562562563,0.052264110375501355
3.305305305305305,0.05034670446062743
3.354354354354354,0.048526352760236424
3.403403403403403,0.046796829228139866
3.4524524524524525,0.045152389103146076
3.5015015015015014,0.043587725550875075
3.5505505505505504,0.04209793075085991
3.5995995995995993,0.040678460919392964
3.6486486486486487,0.03932510482298324
3.6976976976976976,0.03803395539281811
3.7467467467467466,0.036801384098594604
3.7957957957957955,0.03562401778161142
3.844844844844845,0.0344987176830314
3.893893893893894,0.0334225604345239
3.942942942942943,0.03239282080574701
3.9919919919919917,0.031406956026897595
4.041041041041041,0.030462591525323254
4.09009009009009,0.029557507933366218
4.1391391391391394,0.02868962924054356
4.188188188188188,0.027857011977160617
4.237237237237236,0.027057835328761225
4.286286286286286,0.026290392091659426
4.335335335335335,0.025553080389361355
4.384384384384385,0.024844396078136176
4.433433433433433,0.024162925777472113
4.4824824824824825,0.023507340467778238
4.531531531531531,0.022876389603571308
4.58058058058058,0.02226889569560904
4.62962962962963,0.021683749320078386
4.678678678678679,0.02111990451708554
4.727727727727728,0.020576374544386673
4.776776776776776,0.020052227955594866
4.8258258258258255,0.019546584975046393
4.874874874874875,0.01905861414414815
4.923923923923924,0.018587529216392597
4.972972972972973,0.018132586280348455
5.022022022022022,0.017693081091840798
5.071071071071071,0.01726834659824809
5.12012012012012,0.01685775063938572
5.169169169169169,0.01646069381083595
5.218218218218218,0.016076607476837465
5.267267267267267,0.015704951920980016
5.316316316316316,0.015345214623972427
5.365365365365365,0.01499690865867802
5.414414414414415,0.014659571193449567
5.463463463463463,0.014332762095555443
5.5125125125125125,0.01401606262717791
5.561561561561561,0.013709074227090282
5.61061061061061,0.013411417371688201
5.65965965965966,0.013122730509567877
5.708708708708708,0.012842669064314773
5.757757757757758,0.012570904500595474
5.806806806806806,0.012307123449036755
5.8558558558558556,0.012051026885732789
5.904904904904905,0.01180232936254775
5.953953953953953,0.011560758284679035
6.003003003003003,0.011326053232219009
6.052052052052052,0.011097965322702937
6.101101101101101,0.010876256611859217
6.15015015015015,0.010660699529987832
6.199199199199199,0.010451076351585266
6.248248248248248,0.010247178696010547
6.297297297297297,0.010048807057149516
6.346346346346346,0.009855770360183346
6.395395395395395,0.009667885543704638
6.444444444444445,0.009484977165550707
6.493493493493493,0.00930687703083992
6.5425425425425425,0.009133423840804258
6.591591591591591,0.008964462861110146
6.64064064064064,0.008799845608450796
6.68968968968969,0.008639429554277702
6.738738738738738,0.008483077844616695
6.787787787787788,0.008330659034985997
6.836836836836836,0.008182046839500398
6.885885885885886,0.008037119893307132
6.934934934934935,0.007895761527556375
6.9839839839839835,0.007757859556161971
7.033033033033033,0.007623306073657172
7.082082082082082,0.007491997263495676
7.131131131131131,0.007363833216190402
7.18018018018018,0.007238717756721752
